label,line,construct,treatment,id,ari_freq
-9.940000534,#8-7_1uM_TA,#8-7,1uM_TA,4,0.114490161
-9.659999847,#8-7_1uM_TA,#8-7,1uM_TA,4,0.093023256
-9.380000114,#8-7_1uM_TA,#8-7,1uM_TA,4,0.135957066
-9.100000381,#8-7_1uM_TA,#8-7,1uM_TA,4,0.271914132
-8.819999695,#8-7_1uM_TA,#8-7,1uM_TA,4,0.307692308
-8.539999962,#8-7_1uM_TA,#8-7,1uM_TA,4,0.400715564
-8.260000229,#8-7_1uM_TA,#8-7,1uM_TA,4,0.465116279
-7.980000019,#8-7_1uM_TA,#8-7,1uM_TA,4,0.436493739
-7.699999809,#8-7_1uM_TA,#8-7,1uM_TA,4,0.751341682
-7.420000076,#8-7_1uM_TA,#8-7,1uM_TA,4,0.758497317
-7.140000343,#8-7_1uM_TA,#8-7,1uM_TA,4,0.980322004
-6.859999657,#8-7_1uM_TA,#8-7,1uM_TA,4,1.1019678
-6.579999924,#8-7_1uM_TA,#8-7,1uM_TA,4,1.18783542
-6.300000191,#8-7_1uM_TA,#8-7,1uM_TA,4,1.194991055
-6.019999981,#8-7_1uM_TA,#8-7,1uM_TA,4,1.481216458
-5.739999771,#8-7_1uM_TA,#8-7,1uM_TA,4,1.459749553
-5.460000038,#8-7_1uM_TA,#8-7,1uM_TA,4,1.509838998
-5.180000305,#8-7_1uM_TA,#8-7,1uM_TA,4,1.946332737
-4.900000095,#8-7_1uM_TA,#8-7,1uM_TA,4,1.924865832
-4.619999886,#8-7_1uM_TA,#8-7,1uM_TA,4,2.075134168
-4.340000153,#8-7_1uM_TA,#8-7,1uM_TA,4,2.296958855
-4.059999943,#8-7_1uM_TA,#8-7,1uM_TA,4,2.282647585
-3.78000021,#8-7_1uM_TA,#8-7,1uM_TA,4,2.490161002
-3.5,#8-7_1uM_TA,#8-7,1uM_TA,4,2.547406082
-3.21999979,#8-7_1uM_TA,#8-7,1uM_TA,4,2.583184258
-2.940000057,#8-7_1uM_TA,#8-7,1uM_TA,4,2.82647585
-2.659999847,#8-7_1uM_TA,#8-7,1uM_TA,4,2.86940966
-2.380000114,#8-7_1uM_TA,#8-7,1uM_TA,4,2.88372093
-2.099999905,#8-7_1uM_TA,#8-7,1uM_TA,4,2.711985689
-1.819999933,#8-7_1uM_TA,#8-7,1uM_TA,4,3.270125224
-1.539999962,#8-7_1uM_TA,#8-7,1uM_TA,4,3.119856887
-1.25999999,#8-7_1uM_TA,#8-7,1uM_TA,4,3.37745975
-0.980000019,#8-7_1uM_TA,#8-7,1uM_TA,4,3.134168157
-0.699999988,#8-7_1uM_TA,#8-7,1uM_TA,4,3.599284436
-0.420000017,#8-7_1uM_TA,#8-7,1uM_TA,4,3.320214669
-0.140000001,#8-7_1uM_TA,#8-7,1uM_TA,4,3.513416816
0.140000001,#8-7_1uM_TA,#8-7,1uM_TA,4,3.112701252
0.420000017,#8-7_1uM_TA,#8-7,1uM_TA,4,2.81216458
0.699999988,#8-7_1uM_TA,#8-7,1uM_TA,4,2.790697674
0.980000019,#8-7_1uM_TA,#8-7,1uM_TA,4,2.382826476
1.25999999,#8-7_1uM_TA,#8-7,1uM_TA,4,2.082289803
1.539999962,#8-7_1uM_TA,#8-7,1uM_TA,4,1.660107335
1.819999933,#8-7_1uM_TA,#8-7,1uM_TA,4,1.638640429
2.099999905,#8-7_1uM_TA,#8-7,1uM_TA,4,1.295169946
2.380000114,#8-7_1uM_TA,#8-7,1uM_TA,4,1.166368515
