label,line,id,ari_freq
-48.5,me034,1,0
-45.5,me034,1,0
-42.5,me034,1,0
-39.5,me034,1,0
-36.5,me034,1,0
-33.5,me034,1,0
-30.5,me034,1,0
-27.5,me034,1,0
-24.5,me034,1,0
-21.5,me034,1,0.001816175769
-18.5,me034,1,0.01997793346
-15.5,me034,1,0.2510863001
-12.5,me034,1,1.539208965
-9.5,me034,1,6.215407527
-6.5,me034,1,17.75039388
-3.5,me034,1,23.19165649
-0.5,me034,1,26.23011855
2.5,me034,1,6.728477182
5.5,me034,1,3.429847941
8.5,me034,1,2.345591006
11.5,me034,1,1.764868804
14.5,me034,1,1.466561934
17.5,me034,1,1.202762403
20.5,me034,1,0.9743783003
23.5,me034,1,0.8599592269
26.5,me034,1,0.7291945715
29.5,me034,1,0.6252185086
32.5,me034,1,0.5339556762
35.5,me034,1,0.4517737227
38.5,me034,1,0.3714079449
41.5,me034,1,0.2810532003
44.5,me034,1,0.2374649819
47.5,me034,1,0.1861580164
50.5,me034,1,0.1439319297
53.5,me034,1,0.1121488538
56.5,me034,1,0.09398709607
59.5,me034,1,0.0685606353
62.5,me034,1,0.05857166857
65.5,me034,1,0.04767461395
68.5,me034,1,0.03178307597
71.5,me034,1,0.01997793346
74.5,me034,1,0.01952388952
77.5,me034,1,0.01816175769
80.5,me034,1,0.01089705462
83.5,me034,1,0.008626834905
86.5,me034,1,0.007264703078
89.5,me034,1,0.004540439424
92.5,me034,1,0.003178307597
95.5,me034,1,0.002724263654
98.5,me034,1,0.002724263654
101.5,me034,1,0.001816175769
104.5,me034,1,0.001362131827
107.5,me034,1,0.001362131827
110.5,me034,1,0.0009080878847
113.5,me034,1,0.001362131827
116.5,me034,1,0
119.5,me034,1,0
122.5,me034,1,0.0004540439424
125.5,me034,1,0
128.5,me034,1,0.0004540439424
131.5,me034,1,0
134.5,me034,1,0
137.5,me034,1,0.0004540439424
140.5,me034,1,0
143.5,me034,1,0
146.5,me034,1,0
149.5,me034,1,0
152.5,me034,1,0
155.5,me034,1,0
158.5,me034,1,0
161.5,me034,1,0
164.5,me034,1,0
167.5,me034,1,0
170.5,me034,1,0
173.5,me034,1,0
176.5,me034,1,0
179.5,me034,1,0
182.5,me034,1,0
185.5,me034,1,0
188.5,me034,1,0
191.5,me034,1,0
194.5,me034,1,0
197.5,me034,1,0
200.5,me034,1,0
203.5,me034,1,0
206.5,me034,1,0
209.5,me034,1,0
212.5,me034,1,0
215.5,me034,1,0
218.5,me034,1,0
221.5,me034,1,0
224.5,me034,1,0
227.5,me034,1,0
230.5,me034,1,0
233.5,me034,1,0
236.5,me034,1,0
239.5,me034,1,0
242.5,me034,1,0
245.5,me034,1,0
248.5,me034,1,0
-48.5,me034,2,0
-45.5,me034,2,0
-42.5,me034,2,0
-39.5,me034,2,0
-36.5,me034,2,0
-33.5,me034,2,0
-30.5,me034,2,0.0005508245844
-27.5,me034,2,0
-24.5,me034,2,0
-21.5,me034,2,0.003304947506
-18.5,me034,2,0.04571844051
-15.5,me034,2,0.3084617673
-12.5,me034,2,1.630991594
-9.5,me034,2,8.020556773
-6.5,me034,2,20.48902207
-3.5,me034,2,27.80727749
-0.5,me034,2,19.33779868
2.5,me034,2,5.349057539
5.5,me034,2,3.563835061
8.5,me034,2,2.737598184
11.5,me034,2,2.015467154
14.5,me034,2,1.601797891
17.5,me034,2,1.191433576
20.5,me034,2,0.9501724081
23.5,me034,2,0.7392065923
26.5,me034,2,0.5601886023
29.5,me034,2,0.4593877034
32.5,me034,2,0.3547310324
35.5,me034,2,0.2814713626
38.5,me034,2,0.2374053959
41.5,me034,2,0.2032542716
44.5,me034,2,0.1680014982
47.5,me034,2,0.1525784099
50.5,me034,2,0.1310962511
53.5,me034,2,0.09969924978
56.5,me034,2,0.08372533683
59.5,me034,2,0.06499730096
62.5,me034,2,0.05673493219
65.5,me034,2,0.04902338801
68.5,me034,2,0.05342998469
71.5,me034,2,0.0352527734
74.5,me034,2,0.03910854549
77.5,me034,2,0.02533793088
80.5,me034,2,0.01817721129
83.5,me034,2,0.03139700131
86.5,me034,2,0.01982968504
89.5,me034,2,0.01927886045
92.5,me034,2,0.01377061461
95.5,me034,2,0.01321979003
98.5,me034,2,0.009914842519
101.5,me034,2,0.01156731627
104.5,me034,2,0.01211814086
107.5,me034,2,0.007711544182
110.5,me034,2,0.01321979003
113.5,me034,2,0.006609895013
116.5,me034,2,0.005508245844
119.5,me034,2,0.00495742126
122.5,me034,2,0.00495742126
125.5,me034,2,0.007711544182
128.5,me034,2,0.006059070428
131.5,me034,2,0.005508245844
134.5,me034,2,0.005508245844
137.5,me034,2,0.001652473753
140.5,me034,2,0.004406596675
143.5,me034,2,0.004406596675
146.5,me034,2,0.005508245844
149.5,me034,2,0.003304947506
152.5,me034,2,0.002203298338
155.5,me034,2,0.002203298338
158.5,me034,2,0.002203298338
161.5,me034,2,0.003304947506
164.5,me034,2,0.003304947506
167.5,me034,2,0.003304947506
170.5,me034,2,0.002754122922
173.5,me034,2,0.003855772091
176.5,me034,2,0.002203298338
179.5,me034,2,0.0005508245844
182.5,me034,2,0.001101649169
185.5,me034,2,0.0005508245844
188.5,me034,2,0.001101649169
191.5,me034,2,0
194.5,me034,2,0.002754122922
197.5,me034,2,0.003304947506
200.5,me034,2,0.002754122922
203.5,me034,2,0
206.5,me034,2,0.001101649169
209.5,me034,2,0
212.5,me034,2,0.002754122922
215.5,me034,2,0.001101649169
218.5,me034,2,0
221.5,me034,2,0.001101649169
224.5,me034,2,0.002203298338
227.5,me034,2,0.001652473753
230.5,me034,2,0.0005508245844
233.5,me034,2,0.0005508245844
236.5,me034,2,0.001101649169
239.5,me034,2,0.0005508245844
242.5,me034,2,0.0005508245844
245.5,me034,2,0.001652473753
248.5,me034,2,0.001101649169
-48.5,me034,3,0
-45.5,me034,3,0
-42.5,me034,3,0
-39.5,me034,3,0
-36.5,me034,3,0
-33.5,me034,3,0
-30.5,me034,3,0
-27.5,me034,3,0
-24.5,me034,3,0
-21.5,me034,3,0
-18.5,me034,3,0.0211092191
-15.5,me034,3,0.2096849097
-12.5,me034,3,1.237000239
-9.5,me034,3,6.605778297
-6.5,me034,3,23.20888276
-3.5,me034,3,29.85969406
-0.5,me034,3,13.25658959
2.5,me034,3,4.558184044
5.5,me034,3,2.583768418
8.5,me034,3,1.854796718
11.5,me034,3,1.730955966
14.5,me034,3,1.512827369
17.5,me034,3,1.380542929
20.5,me034,3,1.38195021
23.5,me034,3,1.189152676
26.5,me034,3,0.9963551415
29.5,me034,3,0.8992527336
32.5,me034,3,0.7050479179
35.5,me034,3,0.586836291
38.5,me034,3,0.4390717573
41.5,me034,3,0.344783912
44.5,me034,3,0.2589397543
47.5,me034,3,0.2167213161
50.5,me034,3,0.1407281273
53.5,me034,3,0.1322844397
56.5,me034,3,0.08162231385
59.5,me034,3,0.05488396966
62.5,me034,3,0.03658931311
65.5,me034,3,0.02673834419
68.5,me034,3,0.01970193783
71.5,me034,3,0.01829465655
74.5,me034,3,0.01266553146
77.5,me034,3,0.00422184382
80.5,me034,3,0.005629125093
83.5,me034,3,0.002814562547
86.5,me034,3,0.005629125093
89.5,me034,3,0.002814562547
92.5,me034,3,0
95.5,me034,3,0
98.5,me034,3,0.001407281273
101.5,me034,3,0.001407281273
104.5,me034,3,0.001407281273
107.5,me034,3,0
110.5,me034,3,0
113.5,me034,3,0
116.5,me034,3,0
119.5,me034,3,0
122.5,me034,3,0
125.5,me034,3,0
128.5,me034,3,0
131.5,me034,3,0
134.5,me034,3,0
137.5,me034,3,0
140.5,me034,3,0
143.5,me034,3,0
146.5,me034,3,0
149.5,me034,3,0
152.5,me034,3,0
155.5,me034,3,0
158.5,me034,3,0
161.5,me034,3,0
164.5,me034,3,0
167.5,me034,3,0
170.5,me034,3,0
173.5,me034,3,0
176.5,me034,3,0
179.5,me034,3,0
182.5,me034,3,0
185.5,me034,3,0
188.5,me034,3,0
191.5,me034,3,0
194.5,me034,3,0
197.5,me034,3,0
200.5,me034,3,0
203.5,me034,3,0
206.5,me034,3,0
209.5,me034,3,0
212.5,me034,3,0
215.5,me034,3,0
218.5,me034,3,0
221.5,me034,3,0
224.5,me034,3,0
227.5,me034,3,0
230.5,me034,3,0
233.5,me034,3,0
236.5,me034,3,0
239.5,me034,3,0
242.5,me034,3,0
245.5,me034,3,0
248.5,me034,3,0
